0.000226021,0.000149965,42
0.000890017,0.000689983,84
0.000566959,0.000383854,126
0.001124859,0.00068903,168
0.000899076,0.000552893,210
0.00187993,0.000751972,252
0.001152039,0.000741005,294
0.001371861,0.000828028,336
0.002744913,0.001708984,378
0.001971006,0.001151085,420
0.001893044,0.001143932,462
0.002449036,0.001492977,504
0.003132105,0.001844883,546
0.003467083,0.002003908,588
0.002538919,0.001873016,630
0.003515005,0.00176096,672
0.003113031,0.00177598,714
0.003163815,0.001880169,756
0.005223989,0.002010107,798
0.003399849,0.002075195,840
0.006689072,0.003782034,882
0.004556894,0.002252102,924
0.004882097,0.00236702,966
0.012955904,0.004443169,1008
0.005234003,0.002625942,1050
0.004852057,0.002913952,1092
0.008189917,0.002787113,1134
0.012604952,0.009510994,1176
0.009081125,0.003035069,1218
0.005397081,0.003078938,1260
0.006150961,0.003782034,1302
0.005912066,0.00387907,1344
0.007577181,0.003443003,1386
0.005800009,0.003547907,1428
0.007029057,0.003619909,1470
0.006180048,0.004570007,1512
0.00680685,0.003848076,1554
0.009799957,0.004920006,1596
0.0120821,0.005059958,1638
0.007124901,0.004100084,1680
0.00762701,0.004221916,1722
0.007782936,0.00455308,1764
0.007573843,0.004964113,1806
0.00794816,0.004763842,1848
0.008000851,0.004898071,1890
0.007871866,0.004921913,1932
0.008232117,0.004945993,1974
0.008690119,0.004867077,2016
0.019912004,0.008642197,2058
0.009994984,0.007838011,2100
0.013391972,0.007455111,2142
0.009714127,0.005558968,2184
0.0097332,0.006079912,2226
0.010058165,0.005759954,2268
0.02282691,0.013733149,2310
0.025896788,0.008270025,2352
0.011332989,0.006567955,2394
0.012127876,0.006722927,2436
0.01072216,0.006551027,2478
0.021665812,0.006531954,2520
0.011475086,0.006255865,2562
0.013321877,0.006519079,2604
0.011414051,0.007009029,2646
0.012125969,0.006654024,2688
0.023506165,0.011488914,2730
0.012634039,0.007730961,2772
0.0122931,0.007104874,2814
0.011868,0.007369995,2856
0.013296127,0.007138968,2898
0.013130188,0.007678032,2940
0.013229847,0.007616043,2982
0.024729013,0.011733055,3024
0.013962984,0.00773406,3066
0.013400078,0.007764816,3108
0.01343298,0.008363008,3150
0.017235041,0.008006811,3192
0.013736963,0.008296013,3234
0.016169071,0.009025097,3276
0.033426046,0.014277935,3318
0.015501976,0.008738041,3360
0.015414,0.008335114,3402
0.015259981,0.009068966,3444
0.02063489,0.010066986,3486
0.027267933,0.010277033,3528
0.015531063,0.009048939,3570
0.017003059,0.009417057,3612
0.016812086,0.009089947,3654
0.016313076,0.009573936,3696
0.016252995,0.011519909,3738
0.017031908,0.009202003,3780
0.019839048,0.014203072,3822
0.017331839,0.010164976,3864
0.018013,0.010027885,3906
